OBJECTID,Proponent,Branch,Base,Facility,Airspace,Reason,State,FAA_ID,POC,Floor,Ceiling,County,Shape__Area,Shape__Length
950,DOD,AFGSC,Malmstrom,Malmstrom M-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom F-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.70263647811953e-07,0.00373200000001361
951,DOD,AFGSC,Malmstrom,Malmstrom G-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom F-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.71182237460744e-07,0.00373400000000856
952,DOD,AFGSC,Malmstrom,Malmstrom B-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom F-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.71182237460744e-07,0.00373400000000856
953,DOD,AFGSC,Malmstrom,Malmstrom G-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom G-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,LEWIS AND CLARK,8.71181327966042e-07,0.00373399999989488
954,DOD,AFGSC,Malmstrom,Malmstrom I-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom G-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.71182237460744e-07,0.00373400000000856
955,DOD,AFGSC,Malmstrom,Malmstrom B-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom G-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.71182237460744e-07,0.00373399999989488
956,DOD,AFGSC,Malmstrom,Malmstrom D-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom G-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.71182237460744e-07,0.00373400000000856
957,DOD,AFGSC,Malmstrom,Malmstrom O-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom G-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.71181327966042e-07,0.00373400000000856
958,DOD,AFGSC,Malmstrom,Malmstrom G-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom G-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,LEWIS AND CLARK,8.71182237460744e-07,0.00373400000000856
959,DOD,AFGSC,Malmstrom,Malmstrom B-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom G-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,LEWIS AND CLARK,8.72099008120131e-07,0.00373600000000351
960,DOD,AFGSC,Malmstrom,Malmstrom I-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom G-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,LEWIS AND CLARK,8.72100827109534e-07,0.00373599999988983
961,DOD,AFGSC,Malmstrom,Malmstrom O-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom G-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,LEWIS AND CLARK,8.72100827109534e-07,0.0037360000001172
962,DOD,AFGSC,Malmstrom,Malmstrom O-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom G-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,LEWIS AND CLARK,8.72099008120131e-07,0.00373600000000351
963,DOD,AFGSC,Malmstrom,Malmstrom D-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom G-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,LEWIS AND CLARK,8.72099917614833e-07,0.00373600000000351
964,DOD,AFGSC,Malmstrom,Malmstrom D-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom H-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.72099917614833e-07,0.00373599999988983
965,DOD,AFGSC,Malmstrom,Malmstrom A-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom H-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.72099917614833e-07,0.00373600000000351
966,DOD,AFGSC,Malmstrom,Malmstrom A-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom H-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,6.1925084082759e-06,0.0101620000000366
967,DOD,AFGSC,Malmstrom,Malmstrom B-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom H-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,6.1925074987812e-06,0.010161999999923
968,DOD,AFGSC,Malmstrom,Malmstrom B-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom H-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600000000351
969,DOD,AFGSC,Malmstrom,Malmstrom I-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom H-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600000000351
970,DOD,AFGSC,Malmstrom,Malmstrom A-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom H-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600000000351
971,DOD,AFGSC,Malmstrom,Malmstrom E-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom H-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,LEWIS AND CLARK,8.72099917614833e-07,0.00373600000000351
972,DOD,AFGSC,Malmstrom,Malmstrom G-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom H-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.72100827109534e-07,0.0037360000001172
973,DOD,AFGSC,Malmstrom,MalmstromO-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom H-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.72100827109534e-07,0.00373600000000351
974,DOD,AFGSC,Malmstrom,Malmstrom B-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom H-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.72099008120131e-07,0.00373600000000351
975,DOD,AFGSC,Malmstrom,Malmstrom I-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom I-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,6.19453749095555e-06,0.0101640000000316
976,DOD,AFGSC,Malmstrom,Malmstrom B-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom I-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600000000351
977,DOD,AFGSC,Malmstrom,Malmstrom G-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom I-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,6.19656566414051e-06,0.0101660000000265
978,DOD,AFGSC,Malmstrom,Malmstrom O-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom I-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,6.19656566414051e-06,0.0101659999999129
979,DOD,AFGSC,Malmstrom,Malmstrom E-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom I-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373599999988983
980,DOD,AFGSC,Malmstrom,Malmstrom G-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom I-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.72100827109534e-07,0.00373600000000351
981,DOD,AFGSC,Malmstrom,Malmstrom O-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom I-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373599999988983
982,DOD,AFGSC,Malmstrom,Malmstrom A-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom I-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373599999988983
983,DOD,AFGSC,Malmstrom,Malmstrom G-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom I-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600000000351
984,DOD,AFGSC,Malmstrom,Malmstrom O-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom I-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600000000351
985,DOD,AFGSC,Malmstrom,Malmstrom D-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom I-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600000000351
986,DOD,AFGSC,Malmstrom,Malmstrom I-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom J-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.7393527792301e-07,0.00373999999999342
987,DOD,AFGSC,Malmstrom,Malmstrom A-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom J-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.7393527792301e-07,0.0037400000001071
988,DOD,AFGSC,Malmstrom,Malmstrom D-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom J-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CHOUTEAU,6.20062382949982e-06,0.0101699999999028
989,DOD,AFGSC,Malmstrom,Malmstrom B-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom J-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CHOUTEAU,8.73936187417712e-07,0.00373999999999342
990,DOD,AFGSC,Malmstrom,Malmstrom E-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom J-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CHOUTEAU,8.73936187417712e-07,0.00373999999987973
991,DOD,AFGSC,Malmstrom,Malmstrom B-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom J-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CHOUTEAU,8.73936187417712e-07,0.00373999999987973
992,DOD,AFGSC,Malmstrom,Malmstrom A-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom J-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CHOUTEAU,8.73936187417712e-07,0.00373999999999342
993,DOD,AFGSC,Malmstrom,Malmstrom G-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom J-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.73936187417712e-07,0.00373999999999342
994,DOD,AFGSC,Malmstrom,Malmstrom B-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom J-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.7393527792301e-07,0.00373999999999342
995,DOD,AFGSC,Malmstrom,Malmstrom D-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom J-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.73936187417712e-07,0.00373999999999342
996,DOD,AFGSC,Malmstrom,Malmstrom G-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom J-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.73936187417712e-07,0.00373999999999342
997,DOD,AFGSC,Malmstrom,Malmstrom O-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom K-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.73936187417712e-07,0.00373999999999342
998,DOD,AFGSC,Malmstrom,Malmstrom I-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom K-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.73936187417712e-07,0.00373999999999342
999,DOD,AFGSC,Malmstrom,Malmstrom G-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom K-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.73936187417712e-07,0.00373999999999342
1000,DOD,AFGSC,Malmstrom,Malmstrom E-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom K-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.73936187417712e-07,0.00373999999999342
1001,DOD,AFGSC,Malmstrom,Malmstrom G-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom K-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.73936187417712e-07,0.0037400000001071
1002,DOD,AFGSC,Malmstrom,Malmstrom O-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom K-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.73936187417712e-07,0.0037400000001071
1003,DOD,AFGSC,Malmstrom,Malmstrom O-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom K-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.73936187417712e-07,0.00373999999999342
1004,DOD,AFGSC,Malmstrom,Malmstrom D-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom K-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.73937096912414e-07,0.00373999999999342
1005,DOD,AFGSC,Malmstrom,Malmstrom F-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom K-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.74853867571801e-07,0.00374200000010205
1006,DOD,AFGSC,Malmstrom,Malmstrom E-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom K-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,6.2107692428981e-06,0.0101799999999912
1007,DOD,AFGSC,Malmstrom,Malmstrom H-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom K-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.74853867571801e-07,0.00374199999987468
1008,DOD,AFGSC,Malmstrom,Malmstrom D-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom L-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.74852958077099e-07,0.00374200000010205
1009,DOD,AFGSC,Malmstrom,Malmstrom H-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom L-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.74853867571801e-07,0.00374199999987468
1010,DOD,AFGSC,Malmstrom,Malmstrom D-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom L-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.74854777066503e-07,0.00374200000010205
1011,DOD,AFGSC,Malmstrom,Malmstrom I-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom L-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.74853867571801e-07,0.00374199999987468
1012,DOD,AFGSC,Malmstrom,Malmstrom F-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom L-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.74853867571801e-07,0.00374199999998837
1013,DOD,AFGSC,Malmstrom,Malmstrom E-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom L-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.74853867571801e-07,0.00374199999998837
1014,DOD,AFGSC,Malmstrom,Malmstrom I-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom L-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.74853867571801e-07,0.00374200000010205
1015,DOD,AFGSC,Malmstrom,Malmstrom E-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom L-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,WHEATLAND,8.74853867571801e-07,0.00374199999998837
1016,DOD,AFGSC,Malmstrom,Malmstrom H-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom L-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.7577154772589e-07,0.00374399999998332
1017,DOD,AFGSC,Malmstrom,Malmstrom E-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom L-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.7577154772589e-07,0.00374399999998332
1018,DOD,AFGSC,Malmstrom,Malmstrom F-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom L-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.75772457220592e-07,0.00374399999998332
1019,DOD,AFGSC,Malmstrom,Malmstrom D-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom M-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.76691046869382e-07,0.00374600000009195
1020,DOD,AFGSC,Malmstrom,Malmstrom D-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom M-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.7669013737468e-07,0.00374599999986458
1021,DOD,AFGSC,Malmstrom,MalmstromI-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom M-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.7669013737468e-07,0.00374600000009195
1022,DOD,AFGSC,Malmstrom,Malmstrom H-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom M-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.76689227879979e-07,0.00374599999997827
1023,DOD,AFGSC,Malmstrom,Malmstrom E-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom M-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.7669013737468e-07,0.00374599999986458
1024,DOD,AFGSC,Malmstrom,Malmstrom F-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom M-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.7669013737468e-07,0.00374600000009195
1025,DOD,AFGSC,Malmstrom,Malmstrom E-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom M-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.76691046869382e-07,0.00374599999997827
1026,DOD,AFGSC,Malmstrom,Malmstrom F-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom M-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,6.22903007752029e-06,0.0101979999999458
1027,DOD,AFGSC,Malmstrom,Malmstrom H-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom M-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.7669013737468e-07,0.00374599999986458
1028,DOD,AFGSC,Malmstrom,Malmstrom H-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom M-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.76689227879979e-07,0.00374599999997827
1029,DOD,AFGSC,Malmstrom,Malmstrom E-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom M-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.78525497682858e-07,0.00374999999996817
1030,DOD,AFGSC,Malmstrom,Malmstrom F-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom N-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.78525497682858e-07,0.00374999999985448
1031,DOD,AFGSC,Malmstrom,Malmstrom J-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom N-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.7852640717756e-07,0.00374999999996817
1032,DOD,AFGSC,Malmstrom,Malmstrom F-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom N-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.78525497682858e-07,0.00375000000008185
1033,DOD,AFGSC,Malmstrom,Malmstrom H-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom N-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,6.23917458142387e-06,0.0102080000000342
1034,DOD,AFGSC,Malmstrom,Malmstrom J-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom N-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.78525497682858e-07,0.00374999999996817
1035,DOD,AFGSC,Malmstrom,Malmstrom H-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom N-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.78525497682858e-07,0.00375000000008185
1036,DOD,AFGSC,Malmstrom,Malmstrom J-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom N-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.7852640717756e-07,0.00374999999996817
1037,DOD,AFGSC,Malmstrom,Malmstrom F-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom N-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.79444996826351e-07,0.00375199999996312
1038,DOD,AFGSC,Malmstrom,Malmstrom H-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom N-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.79444087331649e-07,0.00375200000007681
1039,DOD,AFGSC,Malmstrom,Malmstrom F-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom N-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.79444087331649e-07,0.00375200000007681
1040,DOD,AFGSC,Malmstrom,Malmstrom J-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom N-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.79444996826351e-07,0.00375199999996312
1041,DOD,AFGSC,Malmstrom,Malmstrom J-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom O-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,6.24526182946283e-06,0.010214000000019
1042,DOD,AFGSC,Malmstrom,Malmstrom J-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom O-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.79444996826351e-07,0.00375199999996312
1043,DOD,AFGSC,Malmstrom,Malmstrom H-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom O-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.80361767485738e-07,0.00375399999984438
1044,DOD,AFGSC,Malmstrom,Malmstrom J-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom O-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.8036267698044e-07,0.00375399999995807
1045,DOD,AFGSC,Malmstrom,Malmstrom F-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom O-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.80361767485738e-07,0.00375400000007176
